groupe,modèle,mode,temps,formes,personne
-er,appeler,conditionnel,passé,elle aurait appelé
-er,appeler,conditionnel,passé,nous aurions appelé
-er,appeler,conditionnel,passé,vous auriez appelé
-er,appeler,conditionnel,passé,ils auraient appelé
-er,acheter,conditionnel,présent,j'achèterais
-er,acheter,conditionnel,présent,tu achèterais
-er,acheter,conditionnel,présent,il achèterait
-er,acheter,conditionnel,présent,nous achèterions
-er,acheter,conditionnel,présent,vous achèteriez
-er,acheter,conditionnel,présent,elles achèteraient
-er,acheter,conditionnel,passé,j'aurais acheté
-er,acheter,conditionnel,passé,tu aurais acheté
-er,acheter,conditionnel,passé,elle aurait acheté
-er,acheter,conditionnel,passé,nous aurions acheté
-er,acheter,conditionnel,passé,vous auriez acheté
-er,acheter,conditionnel,passé,ils auraient acheté
-er,répéter,conditionnel,présent,je répéterais
-er,répéter,conditionnel,présent,tu répéterais
-er,répéter,conditionnel,présent,elle répéterait
-er,répéter,conditionnel,présent,nous répéterions
-er,répéter,conditionnel,présent,vous répéteriez
-er,répéter,conditionnel,présent,ils répéteraient
-er,répéter,conditionnel,passé,j'aurais répété
-er,répéter,conditionnel,passé,tu aurais répété
-er,répéter,conditionnel,passé,il aurait répété
-er,répéter,conditionnel,passé,nous aurions répété
-er,répéter,conditionnel,passé,vous auriez répété
-er,répéter,conditionnel,passé,elles auraient répété
-er,se laver,conditionnel,présent,je me laverais
-er,se laver,conditionnel,présent,tu te laverais
-er,se laver,conditionnel,présent,elle se laverait
-er,se laver,conditionnel,présent,nous nous laverions
-er,se laver,conditionnel,présent,vous vous laveriez
-er,se laver,conditionnel,présent,ils se laveraient
-er,se laver,conditionnel,passé,je me serais lavé
-er,se laver,conditionnel,passé,tu te serais lavé
-er,se laver,conditionnel,passé,elle se serait lavée
-er,se laver,conditionnel,passé,nous nous serions lavés
-er,se laver,conditionnel,passé,vous vous seriez lavés
-er,se laver,conditionnel,passé,elles se seraient lavées
-er,placer,conditionnel,présent,je placerais
-er,placer,conditionnel,présent,tu placerais
-er,placer,conditionnel,présent,il placerait
-er,placer,conditionnel,présent,nous placerions
-er,placer,conditionnel,présent,vous placeriez
-er,placer,conditionnel,présent,elles placeraient
-er,placer,conditionnel,passé,j'aurais placé
-er,placer,conditionnel,passé,tu aurais placé
-er,placer,conditionnel,passé,elle aurait placé
-er,placer,conditionnel,passé,nous aurions placé
-er,placer,conditionnel,passé,vous auriez placé
-er,placer,conditionnel,passé,ils auraient placé
-ir,finir,conditionnel,présent,je finirais
-ir,finir,conditionnel,présent,tu finirais
-ir,finir,conditionnel,présent,il finirait
-ir,finir,conditionnel,présent,nous finirions
-ir,finir,conditionnel,présent,vous finiriez
-ir,finir,conditionnel,présent,elles finiraient
-ir,finir,conditionnel,passé,j'aurais fini
-ir,finir,conditionnel,passé,tu aurais fini
-ir,finir,conditionnel,passé,elle aurait fini
-ir,finir,conditionnel,passé,nous aurions fini
-ir,finir,conditionnel,passé,vous auriez fini
-ir,finir,conditionnel,passé,ils auraient fini
-ir,partir,conditionnel,présent,je partirais
-ir,partir,conditionnel,présent,tu partirais
-ir,partir,conditionnel,présent,elle partirait
-ir,partir,conditionnel,présent,nous partirions
-ir,partir,conditionnel,présent,vous partiriez
-ir,partir,conditionnel,présent,ils partiraient
-ir,partir,conditionnel,passé,je serais parti
-ir,partir,conditionnel,passé,tu serais parti
-ir,partir,conditionnel,passé,il serait parti
-ir,partir,conditionnel,passé,nous serions partis
-ir,partir,conditionnel,passé,vous seriez partis
-ir,partir,conditionnel,passé,elles seraient parties
-ir,cueillir,conditionnel,présent,je cueillerais
-ir,cueillir,conditionnel,présent,tu cueillerais
-ir,cueillir,conditionnel,présent,il cueillerait
-ir,cueillir,conditionnel,présent,nous cueillerions
-ir,cueillir,conditionnel,présent,vous cueilleriez
-ir,cueillir,conditionnel,présent,elles cueilleraient
-ir,cueillir,conditionnel,passé,j'aurais cueilli
-ir,cueillir,conditionnel,passé,tu aurais cueilli
-ir,cueillir,conditionnel,passé,elle aurait cueilli
-ir,cueillir,conditionnel,passé,nous aurions cueilli
-ir,cueillir,conditionnel,passé,vous auriez cueilli
-ir,cueillir,conditionnel,passé,ils auraient cueilli
-ir,ouvrir,conditionnel,présent,je ouvrirais
-ir,ouvrir,conditionnel,présent,tu ouvrirais
-ir,ouvrir,conditionnel,présent,elle ouvrirait
-ir,ouvrir,conditionnel,présent,nous ouvririons
-ir,ouvrir,conditionnel,présent,vous ouvririez
-ir,ouvrir,conditionnel,présent,ils ouvriraient
-ir,ouvrir,conditionnel,passé,j'aurais ouvert
-ir,ouvrir,conditionnel,passé,tu aurais ouvert
-ir,ouvrir,conditionnel,passé,il aurait ouvert
-ir,ouvrir,conditionnel,passé,nous aurions ouvert
-ir,ouvrir,conditionnel,passé,vous auriez ouvert
-ir,ouvrir,conditionnel,passé,elles auraient ouvert
-ir,mourir,conditionnel,présent,je mourrais
-ir,mourir,conditionnel,présent,tu mourrais
-ir,mourir,conditionnel,présent,il mourrait
-ir,mourir,conditionnel,présent,nous mourrions
-ir,mourir,conditionnel,présent,vous mourriez
-ir,mourir,conditionnel,présent,elles mourraient
-ir,mourir,conditionnel,passé,je serais mort
-ir,mourir,conditionnel,passé,tu serais mort
-ir,mourir,conditionnel,passé,elle serait morte
-ir,mourir,conditionnel,passé,nous serions morts
-ir,mourir,conditionnel,passé,vous seriez morts
-ir,mourir,conditionnel,passé,ils seraient morts
-ir,courir,conditionnel,présent,je courrais
-ir,courir,conditionnel,présent,tu courrais
-ir,courir,conditionnel,présent,il courrait
-ir,courir,conditionnel,présent,nous courrions
-ir,courir,conditionnel,présent,vous courriez
-ir,courir,conditionnel,présent,elles courraient
-ir,courir,conditionnel,passé,j'aurais couru
-ir,courir,conditionnel,passé,tu aurais couru
-ir,courir,conditionnel,passé,elle aurait couru
-ir,courir,conditionnel,passé,nous aurions couru
-ir,courir,conditionnel,passé,vous auriez couru
-ir,courir,conditionnel,passé,ils auraient couru
-ir,fuir,conditionnel,présent,je fuirais
-ir,fuir,conditionnel,présent,tu fuirais
-ir,fuir,conditionnel,présent,il fuirait
-ir,fuir,conditionnel,présent,nous fuirions
-ir,fuir,conditionnel,présent,vous fuiriez
-ir,fuir,conditionnel,présent,elles fuiraient
-ir,fuir,conditionnel,passé,j'aurais fui
-ir,fuir,conditionnel,passé,tu aurais fui
-ir,fuir,conditionnel,passé,elle aurait fui
-ir,fuir,conditionnel,passé,nous aurions fui
-ir,fuir,conditionnel,passé,vous auriez fui
-ir,fuir,conditionnel,passé,ils auraient fui
-oir,devoir,conditionnel,présent,je devrais
-oir,devoir,conditionnel,présent,tu devrais
-oir,devoir,conditionnel,présent,elle devrait
-oir,devoir,conditionnel,présent,nous devrions
-oir,devoir,conditionnel,présent,vous devriez
-oir,devoir,conditionnel,présent,ils devraient
-oir,devoir,conditionnel,passé,j'aurais dû
-oir,devoir,conditionnel,passé,tu aurais dû
-oir,devoir,conditionnel,passé,elle aurait dû
-oir,devoir,conditionnel,passé,nous aurions dû
-oir,devoir,conditionnel,passé,vous auriez dû
-oir,devoir,conditionnel,passé,elles auraient dû
-oir,pouvoir,conditionnel,présent,je pourrais
-oir,pouvoir,conditionnel,présent,tu pourrais
-oir,pouvoir,conditionnel,présent,il pourrait
-oir,pouvoir,conditionnel,présent,nous pourrions
-oir,pouvoir,conditionnel,présent,vous pourriez
-oir,pouvoir,conditionnel,présent,elles pourraient
-oir,pouvoir,conditionnel,passé,j'aurais pu
-oir,pouvoir,conditionnel,passé,tu aurais pu
-oir,pouvoir,conditionnel,passé,elle aurait pu
-oir,pouvoir,conditionnel,passé,nous aurions pu
-oir,pouvoir,conditionnel,passé,vous auriez pu
-oir,pouvoir,conditionnel,passé,ils auraient pu
-oir,vouloir,conditionnel,présent,je voudrais
-oir,vouloir,conditionnel,présent,tu voudrais
-oir,vouloir,conditionnel,présent,il voudrait
-oir,vouloir,conditionnel,présent,nous voudrions
-oir,vouloir,conditionnel,présent,vous voudriez
-oir,vouloir,conditionnel,présent,elles voudraient
-oir,vouloir,conditionnel,passé,j'aurais voulu
-oir,vouloir,conditionnel,passé,tu aurais voulu
-oir,vouloir,conditionnel,passé,elle aurait voulu
-oir,vouloir,conditionnel,passé,nous aurions voulu
-oir,vouloir,conditionnel,passé,vous auriez voulu
-oir,vouloir,conditionnel,passé,ils auraient voulu
-oir,voir,conditionnel,présent,je verrais
-oir,voir,conditionnel,présent,tu verrais
-oir,voir,conditionnel,présent,il verrait
-oir,voir,conditionnel,présent,nous verrions
-oir,voir,conditionnel,présent,vous verriez
-oir,voir,conditionnel,présent,elles verraient
-oir,voir,conditionnel,passé,j'aurais vu
-oir,voir,conditionnel,passé,tu aurais vu
-oir,voir,conditionnel,passé,elle aurait vu
-oir,voir,conditionnel,passé,nous aurions vu
-oir,voir,conditionnel,passé,vous auriez vu
-oir,voir,conditionnel,passé,ils auraient vu
-oir,recevoir,conditionnel,présent,je recevrais
-oir,recevoir,conditionnel,présent,tu recevrais
-oir,recevoir,conditionnel,présent,elle recevrait
-oir,recevoir,conditionnel,présent,nous recevrions
-oir,recevoir,conditionnel,présent,vous recevriez
-oir,recevoir,conditionnel,présent,ils recevraient
-oir,recevoir,conditionnel,passé,j'aurais reçu
-oir,recevoir,conditionnel,passé,tu aurais reçu
-oir,recevoir,conditionnel,passé,elle aurait reçu
-oir,recevoir,conditionnel,passé,nous aurions reçu
-oir,recevoir,conditionnel,passé,vous auriez reçu
-oir,recevoir,conditionnel,passé,elles auraient reçu
-oir,savoir,conditionnel,présent,je saurais
-oir,savoir,conditionnel,présent,tu saurais
-oir,savoir,conditionnel,présent,il saurait
-oir,savoir,conditionnel,présent,nous saurions
-oir,savoir,conditionnel,présent,vous sauriez
-oir,savoir,conditionnel,présent,elles sauraient
-oir,savoir,conditionnel,passé,j'aurais su
-oir,savoir,conditionnel,passé,tu aurais su
-oir,savoir,conditionnel,passé,elle aurait su
-oir,savoir,conditionnel,passé,nous aurions su
-oir,savoir,conditionnel,passé,vous auriez su
-oir,savoir,conditionnel,passé,ils auraient su

-dre,prendre,conditionnel,présent,je prendrais
-dre,prendre,conditionnel,présent,tu prendrais
-dre,prendre,conditionnel,présent,elle prendrait
-dre,prendre,conditionnel,présent,nous prendrions
-dre,prendre,conditionnel,présent,vous prendriez
-dre,prendre,conditionnel,présent,ils prendraient
-dre,prendre,conditionnel,passé,j'aurais pris
-dre,prendre,conditionnel,passé,tu aurais pris
-dre,prendre,conditionnel,passé,il aurait pris
-dre,prendre,conditionnel,passé,nous aurions pris
-dre,prendre,conditionnel,passé,vous auriez pris
-dre,prendre,conditionnel,passé,elles auraient pris
-dre,attendre,conditionnel,présent,j'attendrais
-dre,attendre,conditionnel,présent,tu attendrais
-dre,attendre,conditionnel,présent,il attendrait
-dre,attendre,conditionnel,présent,nous attendrions
-dre,attendre,conditionnel,présent,vous attendriez
-dre,attendre,conditionnel,présent,elles attendraient
-dre,attendre,conditionnel,passé,j'aurais attendu
-dre,attendre,conditionnel,passé,tu aurais attendu
-dre,attendre,conditionnel,passé,elle aurait attendu
-dre,attendre,conditionnel,passé,nous aurions attendu
-dre,attendre,conditionnel,passé,vous auriez attendu
-dre,attendre,conditionnel,passé,ils auraient attendu
-dre,peindre,conditionnel,présent,je peindrais
-dre,peindre,conditionnel,présent,tu peindrais
-dre,peindre,conditionnel,présent,elle peindrait
-dre,peindre,conditionnel,présent,nous peindrions
-dre,peindre,conditionnel,présent,vous peindriez
-dre,peindre,conditionnel,présent,ils peindraient
-dre,peindre,conditionnel,passé,j'aurais peint
-dre,peindre,conditionnel,passé,tu aurais peint
-dre,peindre,conditionnel,passé,il aurait peint
-dre,peindre,conditionnel,passé,nous aurions peint
-dre,peindre,conditionnel,passé,vous auriez peint
-dre,peindre,conditionnel,passé,elles auraient peint

-ir,haïr,conditionnel,présent,je haïrais
-ir,haïr,conditionnel,présent,tu haïrais
-ir,haïr,conditionnel,présent,elle haïrait
-ir,haïr,conditionnel,présent,nous haïrions
-ir,haïr,conditionnel,présent,vous haïriez
-ir,haïr,conditionnel,présent,ils haïraient
-ir,haïr,conditionnel,passé,j'aurais haï
-ir,haïr,conditionnel,passé,tu aurais haï
-ir,haïr,conditionnel,passé,il aurait haï
-ir,haïr,conditionnel,passé,nous aurions haï
-ir,haïr,conditionnel,passé,vous auriez haï
-ir,haïr,conditionnel,passé,elles auraient haï
-ir,acquérir,conditionnel,présent,j'acquerrais
-ir,acquérir,conditionnel,présent,tu acquerrais
-ir,acquérir,conditionnel,présent,il acquerrait
-ir,acquérir,conditionnel,présent,nous acquerrions
-ir,acquérir,conditionnel,présent,vous acquerriez
-ir,acquérir,conditionnel,présent,elles acquerraient
-ir,acquérir,conditionnel,passé,j'aurais acquis
-ir,acquérir,conditionnel,passé,tu aurais acquis
-ir,acquérir,conditionnel,passé,elle aurait acquis
-ir,acquérir,conditionnel,passé,nous aurions acquis
-ir,acquérir,conditionnel,passé,vous auriez acquis
-ir,acquérir,conditionnel,passé,ils auraient acquis

-er,aller,conditionnel,présent,j'irais
-er,aller,conditionnel,présent,tu irais
-er,aller,conditionnel,présent,elle irait
-er,aller,conditionnel,présent,nous irions
-er,aller,conditionnel,présent,vous iriez
-er,aller,conditionnel,présent,ils iraient
-er,aller,conditionnel,passé,je serais allé
-er,aller,conditionnel,passé,tu serais allé
-er,aller,conditionnel,passé,elle serait allée
-er,aller,conditionnel,passé,nous serions allés
-er,aller,conditionnel,passé,vous seriez allés
-er,aller,conditionnel,passé,elles seraient allées
Autres,faire,conditionnel,présent,je ferais
Autres,faire,conditionnel,présent,tu ferais
Autres,faire,conditionnel,présent,il ferait
Autres,faire,conditionnel,présent,nous ferions
Autres,faire,conditionnel,présent,vous feriez
Autres,faire,conditionnel,présent,elles feraient
Autres,faire,conditionnel,passé,j'aurais fait
Autres,faire,conditionnel,passé,tu aurais fait
Autres,faire,conditionnel,passé,elle aurait fait
Autres,faire,conditionnel,passé,nous aurions fait
Autres,faire,conditionnel,passé,vous auriez fait
Autres,faire,conditionnel,passé,ils auraient fait

